"trajectory_id","trajectory_value"
"1266",Clear
"1266",Clouds
"1266",Clouds
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1266",Clear
"1276",Clouds
"1276",Clouds
"1276",Clouds
"1276",Clouds
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clear
"1276",Clouds
"1276",Clear
"1276",Clouds
"1276",Clouds
"1276",Clouds
"1286",Clear
"1286",Clear
"1286",Clear
"1286",Clear
"1286",Clear
"1286",Clear
"1286",Clear
"1286",Clear
"1286",Clouds
"1286",Clouds
"1286",Clouds
"1286",Clouds
"1286",Clouds
"1286",Fog
"1286",Fog
"1286",Fog
"1286",Clouds
"1286",Clouds
"1296",Fog
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Clouds
"1296",Clouds
"1296",Clouds
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Clear
"1296",Unknown
"1296",Clear
"1296",Rain
"1296",Clouds
"1296",Unknown
"1296",Clouds
"1296",Rain
"1306",Clouds
"1306",Clouds
"1306",Clouds
"1306",Clouds
"1306",Clear
"1306",Clear
"1306",Clear
"1306",Clear
"1306",Clear
"1306",Clouds
"1306",Clouds
"1306",Rain
"1306",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Rain
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clear
"1316",Clear
"1316",Clear
"1316",Clear
"1316",Clear
"1316",Clear
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1316",Clouds
"1326",Rain
"1326",Clouds
"1326",Clouds
"1326",Clouds
"1326",Clouds
"1326",Clear
"1326",Clear
"1326",Clear
"1326",Clouds
"1326",Clear
"1326",Clear
"1336",Clear
"1336",Clear
"1336",Clouds
"1336",Clear
"1336",Clear
"1336",Clear
"1336",Clear
"1336",Clear
"1336",Clear
"1336",Clouds
"1346",Clouds
"1346",Clouds
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clouds
"1346",Clouds
"1346",Clouds
"1346",Clouds
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clear
"1346",Clouds
"1346",Clouds
"1346",Clouds
"1346",Clouds
"1356",Clouds
"1356",Clouds
"1356",Clouds
"1356",Clouds
"1356",Rain
"1356",Rain
"1356",Clouds
"1356",Clouds
"1356",Clouds
"1356",Rain
"1356",Rain
"1356",Clear
"1356",Clouds
"1356",Clouds
"1376",Fog
"1376",Clouds
"1376",Rain
"1376",Rain
"1376",Clear
"1376",Clouds
"1376",Clear
"1376",Clear
"1376",Clear
"1376",Clouds
"1376",Clouds
"1376",Clear
"1376",Clouds
"1376",Clouds
"1376",Clouds
"1376",Clouds
"1376",Fog
"1376",Snow
"1376",Fog
"1386",Clouds
"1386",Clouds
"1386",Clouds
"1386",Fog
"1386",Snow
"1386",Snow
"1386",Snow
"1386",Fog
"1386",Fog
"1386",Clear
"1386",Clear
"1386",Clear
"1386",Clear
"1386",Clear
"1386",Clouds
"1386",Clouds
"1386",Clouds
"1386",Clouds
"1396",Clear
"1396",Clouds
"1396",Clouds
"1396",Clouds
"1396",Clouds
"1396",Clouds
"1396",Clouds
"1396",Clouds
"1396",Clear
"1396",Clouds
"1396",Clouds
"1396",Clouds
"1396",Snow
"1396",Clouds
"1396",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clouds
"1417",Clear
"1417",Clear
"1417",Clear
"1417",Clear
"1417",Clear
"1417",Clear
"1417",Clouds
"1417",Clouds
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clouds
"1427",Clouds
"1427",Fog
"1427",Clouds
"1427",Clouds
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clear
"1427",Clouds
"1427",Clouds
"1427",Clouds
"1427",Rain
"1427",Rain
"1427",Rain
"1427",Rain
"1427",Rain
"1437",Clouds
"1437",Clear
"1437",Clouds
"1437",Clouds
"1437",Clouds
"1437",Clouds
"1437",Clouds
"1437",Clouds
"1437",Clear
"1437",Clear
"1437",Clear
"1437",Clear
"1437",Clear
"1447",Clear
"1447",Clouds
"1447",Clouds
"1447",Clouds
"1447",Clouds
"1447",Clouds
"1447",Clouds
"1447",Clouds
"1447",Clear
"1447",Clear
"1447",Fog
"1447",Clouds
"1447",Clouds
"1447",Clear
"1447",Clear
"1457",Clouds
"1457",Clouds
"1457",Clouds
"1457",Clouds
"1457",Clouds
"1457",Clouds
"1457",Clouds
"1457",Clouds
"1457",Rain
"1457",Rain
"1457",Rain
"1457",Fog
"1457",Clouds
"1457",Clouds
"1457",Clear
"1457",Clear
"1457",Clear
"1457",Clouds
"1457",Clear
"1467",Clouds
"1467",Clouds
"1467",Clouds
"1467",Clouds
"1467",Clouds
"1467",Clouds
"1467",Clouds
"1467",Clear
"1467",Clear
"1467",Clear
"1467",Clear
"1467",Clear
"1467",Clear
"1467",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1487",Clear
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1497",Clear
"1497",Clear
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1497",Clouds
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clear
"1527",Clouds
"1527",Clear
"1537",Clouds
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clear
"1537",Clouds
"1707",Clear
"1707",Clear
"1707",Clear
"1707",Rain
"1707",Clouds
"1707",Clear
"1707",Clouds
"1707",Rain
"1707",Rain
"1707",Clouds
"1707",Rain
"1707",Clouds
"1777",Clouds
"1777",Clouds
"1777",Fog
"1777",Clouds
"1777",Clouds
"1777",Clouds
"1777",Clouds
"1777",Clear
"1777",Clouds
"1777",Clouds
"28512",Clear
"28512",Clouds
"28512",Clear
"28512",Clear
"28512",Clear
"28512",Clear
"28512",Clear
