"trajectory_id","trajectory_value"
"1266",7.3
"1266",8.2
"1266",7.3
"1266",6.6
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1266",8.0
"1266",7.3
"1266",7.3
"1266",7.3
"1266",7.3
"1276",8.2
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.4
"1276",5.6
"1276",6.3
"1276",7.3
"1276",5.5
"1276",7.9
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1276",7.3
"1286",7.3
"1286",7.3
"1286",7.5
"1286",7.3
"1286",7.3
"1286",5.5
"1286",9.0
"1286",7.3
"1286",7.3
"1286",7.3
"1286",7.3
"1286",6.2
"1286",7.3
"1286",7.3
"1286",7.3
"1286",7.3
"1286",7.3
"1286",7.3
"1296",7.3
"1296",7.3
"1296",7.3
"1296",5.8
"1296",7.3
"1296",7.0
"1296",4.9
"1296",7.3
"1296",5.7
"1296",7.3
"1296",7.3
"1296",7.3
"1296",7.3
"1296",7.3
"1296",7.0
"1296",4.9
"1296",7.3
"1296",7.3
"1296",7.3
"1296",7.3
"1296",7.1
"1296",7.3
"1306",7.3
"1306",7.3
"1306",7.3
"1306",7.3
"1306",7.3
"1306",7.3
"1306",7.3
"1306",5.3
"1306",7.3
"1306",5.0
"1306",7.3
"1306",7.3
"1306",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.0
"1316",8.2
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",7.3
"1316",5.3
"1316",7.3
"1316",5.4
"1316",7.3
"1326",7.3
"1326",7.3
"1326",7.3
"1326",5.3
"1326",7.3
"1326",7.3
"1326",7.3
"1326",7.3
"1326",7.3
"1326",7.3
"1326",7.3
"1336",7.3
"1336",7.3
"1336",7.3
"1336",5.1
"1336",7.3
"1336",7.3
"1336",5.0
"1336",7.3
"1336",7.3
"1336",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",9.0
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",7.3
"1346",9.0
"1346",5.4
"1346",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1356",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",8.6
"1376",5.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",7.3
"1376",5.1
"1376",7.9
"1376",7.3
"1376",7.3
"1386",7.3
"1386",7.3
"1386",7.3
"1386",7.3
"1386",7.3
"1386",7.3
"1386",9.0
"1386",7.3
"1386",7.3
"1386",7.3
"1386",5.9
"1386",4.9
"1386",6.2
"1386",7.3
"1386",7.3
"1386",7.3
"1386",7.3
"1386",7.3
"1396",7.3
"1396",7.3
"1396",7.3
"1396",7.3
"1396",7.3
"1396",7.3
"1396",7.3
"1396",6.2
"1396",7.3
"1396",7.3
"1396",7.3
"1396",9.5
"1396",7.3
"1396",7.3
"1396",8.2
"1417",7.9
"1417",8.8
"1417",7.7
"1417",6.7
"1417",8.7
"1417",7.3
"1417",7.3
"1417",6.3
"1417",7.1
"1417",7.3
"1417",8.7
"1417",9.2
"1417",7.3
"1417",7.3
"1417",8.7
"1417",8.8
"1417",8.8
"1417",7.3
"1427",7.3
"1427",8.0
"1427",8.8
"1427",7.3
"1427",8.0
"1427",8.8
"1427",8.0
"1427",8.7
"1427",8.5
"1427",7.3
"1427",7.3
"1427",8.8
"1427",8.8
"1427",9.3
"1427",9.1
"1427",7.3
"1427",8.8
"1427",8.6
"1427",8.0
"1427",8.5
"1427",8.2
"1427",8.9
"1427",7.9
"1427",8.7
"1427",7.3
"1437",7.3
"1437",7.3
"1437",7.3
"1437",8.0
"1437",8.8
"1437",8.9
"1437",8.2
"1437",7.3
"1437",8.0
"1437",7.3
"1437",8.7
"1437",8.8
"1437",8.4
"1447",8.8
"1447",7.3
"1447",7.3
"1447",5.0
"1447",8.8
"1447",8.0
"1447",7.3
"1447",7.3
"1447",8.0
"1447",7.3
"1447",7.3
"1447",7.3
"1447",7.3
"1447",8.4
"1447",9.0
"1457",7.3
"1457",8.9
"1457",8.2
"1457",8.6
"1457",8.0
"1457",8.1
"1457",7.3
"1457",8.8
"1457",7.3
"1457",7.3
"1457",8.7
"1457",7.3
"1457",8.0
"1457",7.3
"1457",7.3
"1457",8.9
"1457",8.7
"1457",8.8
"1457",7.3
"1467",7.3
"1467",8.0
"1467",7.3
"1467",8.8
"1467",7.3
"1467",7.3
"1467",7.3
"1467",7.9
"1467",7.3
"1467",7.4
"1467",9.5
"1467",9.4
"1467",9.0
"1467",8.0
"1487",8.8
"1487",7.3
"1487",8.7
"1487",7.3
"1487",8.0
"1487",7.3
"1487",7.9
"1487",6.8
"1487",7.3
"1487",6.6
"1487",8.7
"1497",7.3
"1497",8.0
"1497",7.3
"1497",8.7
"1497",8.8
"1497",8.8
"1497",7.3
"1497",7.3
"1497",8.8
"1497",7.3
"1497",7.3
"1497",7.9
"1497",8.0
"1527",8.8
"1527",7.3
"1527",7.3
"1527",8.8
"1527",8.0
"1527",8.7
"1527",8.0
"1527",9.4
"1527",8.0
"1527",8.2
"1527",8.7
"1527",8.2
"1537",8.0
"1537",8.8
"1537",8.4
"1537",7.3
"1537",9.4
"1537",7.7
"1537",8.8
"1537",7.3
"1537",8.4
"1537",7.2
"1537",8.8
"1707",8.8
"1707",8.0
"1707",9.3
"1707",7.3
"1707",8.8
"1707",6.9
"1707",7.3
"1707",7.9
"1707",7.3
"1707",7.3
"1707",7.8
