"trajectory_id","trajectory_value"
"1266",1
"1266",1
"1266",1
"1266",3
"1266",1
"1266",1
"1266",1
"1266",1
"1266",1
"1266",1
"1266",1
"1266",1
"1266",1
"1266",2
"1266",1
"1266",1
"1266",1
"1266",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",3
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1276",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1286",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1296",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1306",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1316",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1326",1
"1336",1
"1336",1
"1336",1
"1336",1
"1336",1
"1336",1
"1336",1
"1336",1
"1336",1
"1336",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1346",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1356",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",2
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1376",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1386",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1396",1
"1417",1
"1417",1
"1417",1
"1417",1
"1417",1
"1417",2
"1417",1
"1417",1
"1417",1
"1417",1
"1417",1
"1417",1
"1417",1
"1417",2
"1417",2
"1417",1
"1417",1
"1417",1
"1427",1
"1427",1
"1427",1
"1427",1
